month_date,state,maker,powertrain,registrations
2026-01-01,Manipur,TATA MOTORS LTD,Petrol/Diesel/CNG/Hybrid,2
2026-03-01,Manipur,TATA MOTORS LTD,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Manipur,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,61
2026-02-01,Manipur,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,84
2026-03-01,Manipur,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,82
2026-04-01,Manipur,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,42
2026-05-01,Manipur,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,50
2026-06-01,Manipur,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,19
2026-01-01,Manipur,TATA PASSENGER ELECTRIC MOBILITY LTD,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Manipur,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,73
2026-02-01,Manipur,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,47
2026-03-01,Manipur,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,73
2026-04-01,Manipur,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,27
2026-05-01,Manipur,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,36
2026-06-01,Manipur,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,20
2026-01-01,Meghalaya,ATHER ENERGY LTD,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Meghalaya,AUDI AG,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Meghalaya,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-05-01,Meghalaya,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2
2026-06-01,Meghalaya,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-03-01,Meghalaya,CNH INDUSTRIAL (INDIA) PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-04-01,Meghalaya,DOOSAN BOBCAT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2
2026-01-01,Meghalaya,ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),Petrol/Diesel/CNG/Hybrid,1
2026-02-01,Meghalaya,FORCE MOTORS LIMITED,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Meghalaya,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,2
2026-03-01,Meghalaya,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,1
2026-04-01,Meghalaya,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,2
2026-05-01,Meghalaya,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,1
2026-06-01,Meghalaya,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Meghalaya,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,143
2026-02-01,Meghalaya,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,89
2026-03-01,Meghalaya,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,83
2026-04-01,Meghalaya,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,74
2026-05-01,Meghalaya,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,88
2026-06-01,Meghalaya,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,54
2026-01-01,Meghalaya,ISUZU MOTORS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2
2026-03-01,Meghalaya,ISUZU MOTORS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2
2026-04-01,Meghalaya,ISUZU MOTORS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-03-01,Meghalaya,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,1
2026-03-01,Meghalaya,JCB INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,1
2026-04-01,Meghalaya,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Meghalaya,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,5
2026-02-01,Meghalaya,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,5
2026-03-01,Meghalaya,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,8
2026-04-01,Meghalaya,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,4
2026-05-01,Meghalaya,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,3
2026-06-01,Meghalaya,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,4
2026-01-01,Meghalaya,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,240
2026-02-01,Meghalaya,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,213
2026-03-01,Meghalaya,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,162
2026-04-01,Meghalaya,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,171
2026-05-01,Meghalaya,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,169
2026-06-01,Meghalaya,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,101
2026-06-01,Meghalaya,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Meghalaya,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,853
2026-02-01,Meghalaya,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,686
2026-03-01,Meghalaya,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,672
2026-04-01,Meghalaya,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,518
2026-05-01,Meghalaya,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,684
2026-06-01,Meghalaya,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,390
2026-02-01,Meghalaya,MARUTI UDYOG LTD,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Meghalaya,MERCEDES-BENZ AG,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Meghalaya,MERCEDES-BENZ INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-02-01,Meghalaya,MERCEDES-BENZ INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-04-01,Meghalaya,MERCEDES-BENZ INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2
2026-05-01,Meghalaya,MERCEDES-BENZ INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-05-01,Meghalaya,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-06-01,Meghalaya,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-02-01,Meghalaya,RANGE AUTOMOBILES PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Meghalaya,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2
2026-02-01,Meghalaya,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-03-01,Meghalaya,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2
2026-04-01,Meghalaya,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-05-01,Meghalaya,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,7
2026-06-01,Meghalaya,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,3
2026-01-01,Meghalaya,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,4
2026-02-01,Meghalaya,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,8
2026-03-01,Meghalaya,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,13
2026-04-01,Meghalaya,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,13
2026-05-01,Meghalaya,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,10
2026-06-01,Meghalaya,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,5
2026-02-01,Meghalaya,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-03-01,Meghalaya,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-04-01,Meghalaya,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-06-01,Meghalaya,SUZUKI MOTORCYCLE INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2
2026-01-01,Meghalaya,TATA MOTORS LTD,Petrol/Diesel/CNG/Hybrid,1
2026-02-01,Meghalaya,TATA MOTORS LTD,Petrol/Diesel/CNG/Hybrid,1
2026-03-01,Meghalaya,TATA MOTORS LTD,Petrol/Diesel/CNG/Hybrid,3
2026-04-01,Meghalaya,TATA MOTORS LTD,Petrol/Diesel/CNG/Hybrid,2
2026-05-01,Meghalaya,TATA MOTORS LTD,Petrol/Diesel/CNG/Hybrid,8
2026-01-01,Meghalaya,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,51
2026-02-01,Meghalaya,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,50
2026-03-01,Meghalaya,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,52
2026-04-01,Meghalaya,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,37
2026-05-01,Meghalaya,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,39
2026-06-01,Meghalaya,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,24
2026-01-01,Meghalaya,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,36
2026-02-01,Meghalaya,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,26
2026-03-01,Meghalaya,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,14
2026-04-01,Meghalaya,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,16
2026-05-01,Meghalaya,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,18
2026-06-01,Meghalaya,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,10
2026-01-01,Meghalaya,V.S.T. TILLERS TRACTORS LIMITED,Petrol/Diesel/CNG/Hybrid,1
2026-02-01,Meghalaya,V.S.T. TILLERS TRACTORS LIMITED,Petrol/Diesel/CNG/Hybrid,4
2026-03-01,Meghalaya,V.S.T. TILLERS TRACTORS LIMITED,Petrol/Diesel/CNG/Hybrid,3
2026-04-01,Meghalaya,V.S.T. TILLERS TRACTORS LIMITED,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Meghalaya,VST ZETOR PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-02-01,Meghalaya,VST ZETOR PVT LTD,Petrol/Diesel/CNG/Hybrid,3
2026-05-01,Meghalaya,VST ZETOR PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-06-01,Meghalaya,VST ZETOR PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-02-01,Mizoram,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-06-01,Mizoram,CNH INDUSTRIAL (INDIA) PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Mizoram,FORCE MOTORS LIMITED,Petrol/Diesel/CNG/Hybrid,1
2026-03-01,Mizoram,FORCE MOTORS LIMITED,Petrol/Diesel/CNG/Hybrid,1
2026-04-01,Mizoram,FORCE MOTORS LIMITED,Petrol/Diesel/CNG/Hybrid,3
2026-01-01,Mizoram,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,1
2026-03-01,Mizoram,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Mizoram,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,47
2026-02-01,Mizoram,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,28
2026-03-01,Mizoram,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,34
2026-04-01,Mizoram,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,35
2026-05-01,Mizoram,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,41
2026-06-01,Mizoram,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,26
2026-05-01,Mizoram,ISUZU MOTORS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-06-01,Mizoram,ISUZU MOTORS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Mizoram,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,17
2026-02-01,Mizoram,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,4
2026-03-01,Mizoram,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,4
2026-04-01,Mizoram,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,6
2026-05-01,Mizoram,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,11
2026-06-01,Mizoram,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,5
2026-01-01,Mizoram,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,97
2026-02-01,Mizoram,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,72
2026-03-01,Mizoram,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,112
2026-04-01,Mizoram,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,80
2026-05-01,Mizoram,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,157
2026-06-01,Mizoram,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,40
2026-04-01,Mizoram,MAHINDRA & MAHINDRA LIMITED (TRACTOR),Petrol/Diesel/CNG/Hybrid,1
2026-05-01,Mizoram,MAHINDRA & MAHINDRA LIMITED (TRACTOR),Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Mizoram,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,220
2026-02-01,Mizoram,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,149
2026-03-01,Mizoram,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,185
2026-04-01,Mizoram,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,157
2026-05-01,Mizoram,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,191
2026-06-01,Mizoram,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,80
2026-03-01,Mizoram,MARUTI UDYOG LTD,Petrol/Diesel/CNG/Hybrid,1
2026-04-01,Mizoram,MARUTI UDYOG LTD,Petrol/Diesel/CNG/Hybrid,1
2026-02-01,Mizoram,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-03-01,Mizoram,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-05-01,Mizoram,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-06-01,Mizoram,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Mizoram,TATA MOTORS LTD,Petrol/Diesel/CNG/Hybrid,2
2026-01-01,Mizoram,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,32
2026-02-01,Mizoram,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,23
2026-03-01,Mizoram,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,49
2026-04-01,Mizoram,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,24
2026-05-01,Mizoram,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,35
2026-06-01,Mizoram,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,27
2026-01-01,Mizoram,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,16
2026-02-01,Mizoram,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,9
2026-03-01,Mizoram,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,7
2026-04-01,Mizoram,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,9
2026-05-01,Mizoram,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,14
2026-06-01,Mizoram,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,5
2026-01-01,Nagaland,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2
2026-02-01,Nagaland,HINDUSTAN MOTORS LTD,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Nagaland,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,3
2026-02-01,Nagaland,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,7
2026-03-01,Nagaland,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,3
2026-04-01,Nagaland,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,2
2026-05-01,Nagaland,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,1
2026-06-01,Nagaland,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,2
2026-01-01,Nagaland,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,72
2026-02-01,Nagaland,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,61
2026-03-01,Nagaland,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,48
2026-04-01,Nagaland,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,42
2026-05-01,Nagaland,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,44
2026-06-01,Nagaland,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,27
2026-01-01,Nagaland,ISUZU MOTORS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-05-01,Nagaland,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,1
2026-03-01,Nagaland,JOHN DEERE INDIA PVT LTD(TRACTOR DEVISION),Petrol/Diesel/CNG/Hybrid,2
2026-02-01,Nagaland,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Nagaland,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,9
2026-02-01,Nagaland,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,20
2026-03-01,Nagaland,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,27
2026-04-01,Nagaland,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,20
2026-05-01,Nagaland,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,14
2026-06-01,Nagaland,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,20
2026-01-01,Nagaland,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,191
2026-02-01,Nagaland,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,189
2026-03-01,Nagaland,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,170
2026-04-01,Nagaland,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,163
2026-05-01,Nagaland,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,123
2026-06-01,Nagaland,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,74
2026-03-01,Nagaland,MAHINDRA & MAHINDRA LIMITED (TRACTOR),Petrol/Diesel/CNG/Hybrid,1
2026-03-01,Nagaland,MARUTI INDUSTRIES,Petrol/Diesel/CNG/Hybrid,1
2026-05-01,Nagaland,MARUTI INDUSTRIES,Petrol/Diesel/CNG/Hybrid,2
2026-06-01,Nagaland,MARUTI INDUSTRIES,Petrol/Diesel/CNG/Hybrid,3
2026-01-01,Nagaland,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,505
2026-02-01,Nagaland,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,359
2026-03-01,Nagaland,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,374
2026-04-01,Nagaland,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,376
2026-05-01,Nagaland,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,463
2026-06-01,Nagaland,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,284
2026-01-01,Nagaland,MARUTI UDYOG LTD,Petrol/Diesel/CNG/Hybrid,1
2026-02-01,Nagaland,MERCEDES-BENZ INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2
2026-05-01,Nagaland,MITSUBISHI MOTORS CORPORATION,Petrol/Diesel/CNG/Hybrid,1
2026-06-01,Nagaland,MITSUBISHI MOTORS CORPORATION,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Nagaland,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,7
2026-02-01,Nagaland,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,10
2026-03-01,Nagaland,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,15
2026-04-01,Nagaland,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,11
2026-05-01,Nagaland,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,11
2026-06-01,Nagaland,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,7
2026-01-01,Nagaland,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-06-01,Nagaland,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2
2026-01-01,Nagaland,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,16
2026-02-01,Nagaland,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,11
2026-03-01,Nagaland,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,10
2026-04-01,Nagaland,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,8
2026-05-01,Nagaland,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,11
2026-06-01,Nagaland,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,4
2026-01-01,Nagaland,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-02-01,Nagaland,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-05-01,Nagaland,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-04-01,Nagaland,TATA MOTORS LTD,Petrol/Diesel/CNG/Hybrid,2
2026-01-01,Nagaland,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,38
2026-02-01,Nagaland,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,40
2026-03-01,Nagaland,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,54
2026-04-01,Nagaland,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,31
2026-05-01,Nagaland,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,33
2026-06-01,Nagaland,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,22
2026-01-01,Nagaland,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,86
2026-02-01,Nagaland,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,62
2026-03-01,Nagaland,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,65
2026-04-01,Nagaland,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,52
2026-05-01,Nagaland,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,66
2026-06-01,Nagaland,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,35
2026-03-01,Odisha,ACTION CONSTRUCTION EQUIPMENT LTD,Petrol/Diesel/CNG/Hybrid,2
2026-05-01,Odisha,ACTION CONSTRUCTION EQUIPMENT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-06-01,Odisha,ACTION CONSTRUCTION EQUIPMENT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-02-01,Odisha,ASHOK LEYLAND LTD,Petrol/Diesel/CNG/Hybrid,1
2026-03-01,Odisha,AUTOMOBILI LAMBORGHINI S.P.A,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Odisha,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,13
2026-02-01,Odisha,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,10
2026-03-01,Odisha,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,17
2026-04-01,Odisha,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,16
2026-05-01,Odisha,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,15
2026-06-01,Odisha,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,10
2026-01-01,Odisha,BYD INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,1
