month_date,state,maker,powertrain,registrations
2026-01-01,Maharashtra,VOLVO AUTO INDIA PVT LTD,Electric (EV),8
2026-02-01,Maharashtra,VOLVO AUTO INDIA PVT LTD,Electric (EV),3
2026-03-01,Maharashtra,VOLVO AUTO INDIA PVT LTD,Electric (EV),4
2026-04-01,Maharashtra,VOLVO AUTO INDIA PVT LTD,Electric (EV),10
2026-05-01,Maharashtra,VOLVO AUTO INDIA PVT LTD,Electric (EV),3
2026-06-01,Maharashtra,VOLVO AUTO INDIA PVT LTD,Electric (EV),1
2026-05-01,Manipur,BMW INDIA PVT LTD,Electric (EV),1
2026-01-01,Manipur,JSW MG MOTOR INDIA PVT LTD,Electric (EV),1
2026-02-01,Manipur,JSW MG MOTOR INDIA PVT LTD,Electric (EV),5
2026-03-01,Manipur,JSW MG MOTOR INDIA PVT LTD,Electric (EV),1
2026-02-01,Manipur,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),1
2026-03-01,Manipur,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),1
2026-05-01,Manipur,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),1
2026-02-01,Manipur,MARUTI SUZUKI INDIA LTD,Electric (EV),1
2026-03-01,Manipur,MARUTI SUZUKI INDIA LTD,Electric (EV),4
2026-05-01,Manipur,MARUTI SUZUKI INDIA LTD,Electric (EV),6
2026-01-01,Manipur,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),8
2026-02-01,Manipur,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),12
2026-03-01,Manipur,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),7
2026-04-01,Manipur,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),9
2026-05-01,Manipur,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),6
2026-06-01,Manipur,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),1
2026-03-01,Meghalaya,BYD INDIA PRIVATE LIMITED,Electric (EV),1
2026-01-01,Meghalaya,HYUNDAI MOTOR INDIA LTD,Electric (EV),1
2026-04-01,Meghalaya,HYUNDAI MOTOR INDIA LTD,Electric (EV),1
2026-02-01,Meghalaya,JSW MG MOTOR INDIA PVT LTD,Electric (EV),2
2026-03-01,Meghalaya,JSW MG MOTOR INDIA PVT LTD,Electric (EV),4
2026-04-01,Meghalaya,JSW MG MOTOR INDIA PVT LTD,Electric (EV),1
2026-05-01,Meghalaya,JSW MG MOTOR INDIA PVT LTD,Electric (EV),4
2026-06-01,Meghalaya,JSW MG MOTOR INDIA PVT LTD,Electric (EV),2
2026-01-01,Meghalaya,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),3
2026-02-01,Meghalaya,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),1
2026-03-01,Meghalaya,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),5
2026-04-01,Meghalaya,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),4
2026-01-01,Meghalaya,MARUTI SUZUKI INDIA LTD,Electric (EV),1
2026-02-01,Meghalaya,MARUTI SUZUKI INDIA LTD,Electric (EV),1
2026-04-01,Meghalaya,MARUTI SUZUKI INDIA LTD,Electric (EV),2
2026-05-01,Meghalaya,MARUTI SUZUKI INDIA LTD,Electric (EV),3
2026-01-01,Meghalaya,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),3
2026-02-01,Meghalaya,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),3
2026-03-01,Meghalaya,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),3
2026-04-01,Meghalaya,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),10
2026-05-01,Meghalaya,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),1
2026-01-01,Mizoram,HYUNDAI MOTOR INDIA LTD,Electric (EV),1
2026-02-01,Mizoram,JSW MG MOTOR INDIA PVT LTD,Electric (EV),1
2026-02-01,Mizoram,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),1
2026-03-01,Mizoram,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),1
2026-04-01,Mizoram,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),2
2026-05-01,Mizoram,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),1
2026-06-01,Mizoram,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),1
2026-01-01,Mizoram,MARUTI SUZUKI INDIA LTD,Electric (EV),1
2026-03-01,Mizoram,MARUTI SUZUKI INDIA LTD,Electric (EV),1
2026-04-01,Mizoram,MARUTI SUZUKI INDIA LTD,Electric (EV),1
2026-01-01,Nagaland,JSW MG MOTOR INDIA PVT LTD,Electric (EV),1
2026-02-01,Nagaland,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),2
2026-06-01,Nagaland,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),1
2026-02-01,Nagaland,MARUTI SUZUKI INDIA LTD,Electric (EV),2
2026-05-01,Nagaland,MARUTI SUZUKI INDIA LTD,Electric (EV),2
2026-05-01,Nagaland,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),1
2026-01-01,Odisha,BMW INDIA PVT LTD,Electric (EV),3
2026-02-01,Odisha,BMW INDIA PVT LTD,Electric (EV),5
2026-03-01,Odisha,BMW INDIA PVT LTD,Electric (EV),5
2026-04-01,Odisha,BMW INDIA PVT LTD,Electric (EV),2
2026-05-01,Odisha,BMW INDIA PVT LTD,Electric (EV),8
2026-06-01,Odisha,BMW INDIA PVT LTD,Electric (EV),1
2026-01-01,Odisha,BYD INDIA PRIVATE LIMITED,Electric (EV),3
2026-02-01,Odisha,BYD INDIA PRIVATE LIMITED,Electric (EV),6
2026-03-01,Odisha,BYD INDIA PRIVATE LIMITED,Electric (EV),3
2026-04-01,Odisha,BYD INDIA PRIVATE LIMITED,Electric (EV),11
2026-05-01,Odisha,BYD INDIA PRIVATE LIMITED,Electric (EV),6
2026-06-01,Odisha,BYD INDIA PRIVATE LIMITED,Electric (EV),9
2026-01-01,Odisha,HYUNDAI MOTOR INDIA LTD,Electric (EV),10
2026-02-01,Odisha,HYUNDAI MOTOR INDIA LTD,Electric (EV),13
2026-03-01,Odisha,HYUNDAI MOTOR INDIA LTD,Electric (EV),11
2026-04-01,Odisha,HYUNDAI MOTOR INDIA LTD,Electric (EV),15
2026-05-01,Odisha,HYUNDAI MOTOR INDIA LTD,Electric (EV),16
2026-06-01,Odisha,HYUNDAI MOTOR INDIA LTD,Electric (EV),6
2026-01-01,Odisha,JSW MG MOTOR INDIA PVT LTD,Electric (EV),108
2026-02-01,Odisha,JSW MG MOTOR INDIA PVT LTD,Electric (EV),73
2026-03-01,Odisha,JSW MG MOTOR INDIA PVT LTD,Electric (EV),158
2026-04-01,Odisha,JSW MG MOTOR INDIA PVT LTD,Electric (EV),126
2026-05-01,Odisha,JSW MG MOTOR INDIA PVT LTD,Electric (EV),155
2026-06-01,Odisha,JSW MG MOTOR INDIA PVT LTD,Electric (EV),55
2026-01-01,Odisha,KIA INDIA PRIVATE LIMITED,Electric (EV),3
2026-02-01,Odisha,KIA INDIA PRIVATE LIMITED,Electric (EV),1
2026-03-01,Odisha,KIA INDIA PRIVATE LIMITED,Electric (EV),13
2026-04-01,Odisha,KIA INDIA PRIVATE LIMITED,Electric (EV),10
2026-05-01,Odisha,KIA INDIA PRIVATE LIMITED,Electric (EV),9
2026-06-01,Odisha,KIA INDIA PRIVATE LIMITED,Electric (EV),9
2026-01-01,Odisha,MAHINDRA & MAHINDRA LIMITED,Electric (EV),3
2026-02-01,Odisha,MAHINDRA & MAHINDRA LIMITED,Electric (EV),6
2026-03-01,Odisha,MAHINDRA & MAHINDRA LIMITED,Electric (EV),6
2026-04-01,Odisha,MAHINDRA & MAHINDRA LIMITED,Electric (EV),9
2026-05-01,Odisha,MAHINDRA & MAHINDRA LIMITED,Electric (EV),27
2026-06-01,Odisha,MAHINDRA & MAHINDRA LIMITED,Electric (EV),26
2026-01-01,Odisha,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),59
2026-02-01,Odisha,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),56
2026-03-01,Odisha,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),94
2026-04-01,Odisha,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),103
2026-05-01,Odisha,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),127
2026-06-01,Odisha,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),64
2026-01-01,Odisha,MARUTI SUZUKI INDIA LTD,Electric (EV),9
2026-02-01,Odisha,MARUTI SUZUKI INDIA LTD,Electric (EV),2
2026-03-01,Odisha,MARUTI SUZUKI INDIA LTD,Electric (EV),19
2026-04-01,Odisha,MARUTI SUZUKI INDIA LTD,Electric (EV),43
2026-05-01,Odisha,MARUTI SUZUKI INDIA LTD,Electric (EV),45
2026-06-01,Odisha,MARUTI SUZUKI INDIA LTD,Electric (EV),16
2026-01-01,Odisha,MERCEDES-BENZ AG,Electric (EV),2
2026-04-01,Odisha,MERCEDES-BENZ AG,Electric (EV),1
2026-05-01,Odisha,MERCEDES-BENZ AG,Electric (EV),5
2026-06-01,Odisha,MERCEDES-BENZ AG,Electric (EV),2
2026-04-01,Odisha,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),2
2026-03-01,Odisha,PORSCHE AG GERMANY,Electric (EV),1
2026-01-01,Odisha,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),239
2026-02-01,Odisha,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),209
2026-03-01,Odisha,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),364
2026-04-01,Odisha,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),299
2026-05-01,Odisha,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),392
2026-06-01,Odisha,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),210
2026-01-01,Odisha,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),2
2026-06-01,Odisha,TOYOTA KIRLOSKAR MOTOR PVT LTD,Electric (EV),2
2026-01-01,Odisha,VINFAST AUTO INDIA PVT LTD,Electric (EV),15
2026-02-01,Odisha,VINFAST AUTO INDIA PVT LTD,Electric (EV),13
2026-03-01,Odisha,VINFAST AUTO INDIA PVT LTD,Electric (EV),11
2026-04-01,Odisha,VINFAST AUTO INDIA PVT LTD,Electric (EV),25
2026-05-01,Odisha,VINFAST AUTO INDIA PVT LTD,Electric (EV),33
2026-06-01,Odisha,VINFAST AUTO INDIA PVT LTD,Electric (EV),13
2026-05-01,Odisha,VOLVO AUTO INDIA PVT LTD,Electric (EV),1
2026-01-01,Puducherry,BYD INDIA PRIVATE LIMITED,Electric (EV),1
2026-01-01,Puducherry,JSW MG MOTOR INDIA PVT LTD,Electric (EV),6
2026-02-01,Puducherry,JSW MG MOTOR INDIA PVT LTD,Electric (EV),1
2026-03-01,Puducherry,JSW MG MOTOR INDIA PVT LTD,Electric (EV),7
2026-04-01,Puducherry,JSW MG MOTOR INDIA PVT LTD,Electric (EV),7
2026-05-01,Puducherry,JSW MG MOTOR INDIA PVT LTD,Electric (EV),5
2026-06-01,Puducherry,JSW MG MOTOR INDIA PVT LTD,Electric (EV),4
2026-05-01,Puducherry,KIA INDIA PRIVATE LIMITED,Electric (EV),1
2026-01-01,Puducherry,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),1
2026-02-01,Puducherry,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),5
2026-03-01,Puducherry,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),9
2026-04-01,Puducherry,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),6
2026-05-01,Puducherry,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),6
2026-06-01,Puducherry,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),2
2026-02-01,Puducherry,MARUTI SUZUKI INDIA LTD,Electric (EV),1
2026-03-01,Puducherry,MARUTI SUZUKI INDIA LTD,Electric (EV),1
2026-04-01,Puducherry,MARUTI SUZUKI INDIA LTD,Electric (EV),2
2026-05-01,Puducherry,MARUTI SUZUKI INDIA LTD,Electric (EV),3
2026-06-01,Puducherry,MARUTI SUZUKI INDIA LTD,Electric (EV),2
2026-01-01,Puducherry,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),1
2026-02-01,Puducherry,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),2
2026-03-01,Puducherry,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),4
2026-04-01,Puducherry,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),5
2026-05-01,Puducherry,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),7
2026-06-01,Puducherry,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),6
2026-01-01,Puducherry,VINFAST AUTO INDIA PVT LTD,Electric (EV),1
2026-04-01,Puducherry,VINFAST AUTO INDIA PVT LTD,Electric (EV),1
2026-05-01,Puducherry,VINFAST AUTO INDIA PVT LTD,Electric (EV),1
2026-01-01,Punjab,BMW INDIA PVT LTD,Electric (EV),8
2026-02-01,Punjab,BMW INDIA PVT LTD,Electric (EV),8
2026-03-01,Punjab,BMW INDIA PVT LTD,Electric (EV),2
2026-04-01,Punjab,BMW INDIA PVT LTD,Electric (EV),8
2026-05-01,Punjab,BMW INDIA PVT LTD,Electric (EV),14
2026-06-01,Punjab,BMW INDIA PVT LTD,Electric (EV),3
2026-01-01,Punjab,BYD INDIA PRIVATE LIMITED,Electric (EV),7
2026-02-01,Punjab,BYD INDIA PRIVATE LIMITED,Electric (EV),11
2026-03-01,Punjab,BYD INDIA PRIVATE LIMITED,Electric (EV),6
2026-04-01,Punjab,BYD INDIA PRIVATE LIMITED,Electric (EV),19
2026-05-01,Punjab,BYD INDIA PRIVATE LIMITED,Electric (EV),16
2026-06-01,Punjab,BYD INDIA PRIVATE LIMITED,Electric (EV),7
2026-01-01,Punjab,HYUNDAI MOTOR INDIA LTD,Electric (EV),6
2026-02-01,Punjab,HYUNDAI MOTOR INDIA LTD,Electric (EV),4
2026-03-01,Punjab,HYUNDAI MOTOR INDIA LTD,Electric (EV),7
2026-04-01,Punjab,HYUNDAI MOTOR INDIA LTD,Electric (EV),8
2026-05-01,Punjab,HYUNDAI MOTOR INDIA LTD,Electric (EV),4
2026-06-01,Punjab,HYUNDAI MOTOR INDIA LTD,Electric (EV),1
2026-01-01,Punjab,JSW MG MOTOR INDIA PVT LTD,Electric (EV),170
2026-02-01,Punjab,JSW MG MOTOR INDIA PVT LTD,Electric (EV),118
2026-03-01,Punjab,JSW MG MOTOR INDIA PVT LTD,Electric (EV),148
2026-04-01,Punjab,JSW MG MOTOR INDIA PVT LTD,Electric (EV),193
2026-05-01,Punjab,JSW MG MOTOR INDIA PVT LTD,Electric (EV),151
2026-06-01,Punjab,JSW MG MOTOR INDIA PVT LTD,Electric (EV),89
2026-01-01,Punjab,KIA INDIA PRIVATE LIMITED,Electric (EV),6
2026-02-01,Punjab,KIA INDIA PRIVATE LIMITED,Electric (EV),6
2026-03-01,Punjab,KIA INDIA PRIVATE LIMITED,Electric (EV),17
2026-04-01,Punjab,KIA INDIA PRIVATE LIMITED,Electric (EV),10
2026-05-01,Punjab,KIA INDIA PRIVATE LIMITED,Electric (EV),4
2026-06-01,Punjab,KIA INDIA PRIVATE LIMITED,Electric (EV),5
2026-02-01,Punjab,MAHINDRA & MAHINDRA LIMITED,Electric (EV),1
2026-03-01,Punjab,MAHINDRA & MAHINDRA LIMITED,Electric (EV),2
2026-04-01,Punjab,MAHINDRA & MAHINDRA LIMITED,Electric (EV),4
2026-05-01,Punjab,MAHINDRA & MAHINDRA LIMITED,Electric (EV),8
2026-06-01,Punjab,MAHINDRA & MAHINDRA LIMITED,Electric (EV),5
2026-01-01,Punjab,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),115
2026-02-01,Punjab,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),97
2026-03-01,Punjab,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),119
2026-04-01,Punjab,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),158
2026-05-01,Punjab,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),160
2026-06-01,Punjab,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),106
2026-01-01,Punjab,MARUTI SUZUKI INDIA LTD,Electric (EV),14
2026-02-01,Punjab,MARUTI SUZUKI INDIA LTD,Electric (EV),5
2026-03-01,Punjab,MARUTI SUZUKI INDIA LTD,Electric (EV),17
2026-04-01,Punjab,MARUTI SUZUKI INDIA LTD,Electric (EV),48
2026-05-01,Punjab,MARUTI SUZUKI INDIA LTD,Electric (EV),58
2026-06-01,Punjab,MARUTI SUZUKI INDIA LTD,Electric (EV),28
2026-02-01,Punjab,MERCEDES-BENZ AG,Electric (EV),1
2026-04-01,Punjab,MERCEDES-BENZ AG,Electric (EV),2
2026-05-01,Punjab,MERCEDES-BENZ AG,Electric (EV),4
2026-02-01,Punjab,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),1
2026-04-01,Punjab,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),1
2026-06-01,Punjab,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),1
2026-01-01,Punjab,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),119
2026-02-01,Punjab,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),54
2026-03-01,Punjab,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),113
2026-04-01,Punjab,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),160
2026-05-01,Punjab,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),156
2026-06-01,Punjab,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),104
2026-02-01,Punjab,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),1
2026-05-01,Punjab,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),3
2026-01-01,Punjab,VINFAST AUTO INDIA PVT LTD,Electric (EV),19
2026-02-01,Punjab,VINFAST AUTO INDIA PVT LTD,Electric (EV),18
2026-03-01,Punjab,VINFAST AUTO INDIA PVT LTD,Electric (EV),26
2026-04-01,Punjab,VINFAST AUTO INDIA PVT LTD,Electric (EV),36
2026-05-01,Punjab,VINFAST AUTO INDIA PVT LTD,Electric (EV),28
2026-06-01,Punjab,VINFAST AUTO INDIA PVT LTD,Electric (EV),21
2026-01-01,Rajasthan,BMW INDIA PVT LTD,Electric (EV),12
2026-02-01,Rajasthan,BMW INDIA PVT LTD,Electric (EV),3
2026-03-01,Rajasthan,BMW INDIA PVT LTD,Electric (EV),23
2026-04-01,Rajasthan,BMW INDIA PVT LTD,Electric (EV),8
2026-05-01,Rajasthan,BMW INDIA PVT LTD,Electric (EV),13
2026-01-01,Rajasthan,BYD INDIA PRIVATE LIMITED,Electric (EV),9
2026-02-01,Rajasthan,BYD INDIA PRIVATE LIMITED,Electric (EV),12
2026-03-01,Rajasthan,BYD INDIA PRIVATE LIMITED,Electric (EV),15
2026-04-01,Rajasthan,BYD INDIA PRIVATE LIMITED,Electric (EV),21
2026-05-01,Rajasthan,BYD INDIA PRIVATE LIMITED,Electric (EV),27
2026-06-01,Rajasthan,BYD INDIA PRIVATE LIMITED,Electric (EV),11
2026-01-01,Rajasthan,HYUNDAI MOTOR INDIA LTD,Electric (EV),15
2026-02-01,Rajasthan,HYUNDAI MOTOR INDIA LTD,Electric (EV),14
2026-03-01,Rajasthan,HYUNDAI MOTOR INDIA LTD,Electric (EV),30
2026-04-01,Rajasthan,HYUNDAI MOTOR INDIA LTD,Electric (EV),22
2026-05-01,Rajasthan,HYUNDAI MOTOR INDIA LTD,Electric (EV),30
2026-06-01,Rajasthan,HYUNDAI MOTOR INDIA LTD,Electric (EV),11
2026-01-01,Rajasthan,JSW MG MOTOR INDIA PVT LTD,Electric (EV),155
2026-02-01,Rajasthan,JSW MG MOTOR INDIA PVT LTD,Electric (EV),110
2026-03-01,Rajasthan,JSW MG MOTOR INDIA PVT LTD,Electric (EV),175
2026-04-01,Rajasthan,JSW MG MOTOR INDIA PVT LTD,Electric (EV),219
2026-05-01,Rajasthan,JSW MG MOTOR INDIA PVT LTD,Electric (EV),216
2026-06-01,Rajasthan,JSW MG MOTOR INDIA PVT LTD,Electric (EV),72
2026-01-01,Rajasthan,KIA INDIA PRIVATE LIMITED,Electric (EV),11
2026-02-01,Rajasthan,KIA INDIA PRIVATE LIMITED,Electric (EV),14
2026-03-01,Rajasthan,KIA INDIA PRIVATE LIMITED,Electric (EV),21
2026-04-01,Rajasthan,KIA INDIA PRIVATE LIMITED,Electric (EV),18
2026-05-01,Rajasthan,KIA INDIA PRIVATE LIMITED,Electric (EV),25
2026-06-01,Rajasthan,KIA INDIA PRIVATE LIMITED,Electric (EV),6
2026-01-01,Rajasthan,MAHINDRA & MAHINDRA LIMITED,Electric (EV),22
2026-02-01,Rajasthan,MAHINDRA & MAHINDRA LIMITED,Electric (EV),5
2026-03-01,Rajasthan,MAHINDRA & MAHINDRA LIMITED,Electric (EV),10
2026-04-01,Rajasthan,MAHINDRA & MAHINDRA LIMITED,Electric (EV),17
2026-05-01,Rajasthan,MAHINDRA & MAHINDRA LIMITED,Electric (EV),28
2026-06-01,Rajasthan,MAHINDRA & MAHINDRA LIMITED,Electric (EV),14
2026-01-01,Rajasthan,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),161
2026-02-01,Rajasthan,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),195
2026-03-01,Rajasthan,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),311
2026-04-01,Rajasthan,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),307
2026-05-01,Rajasthan,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),349
2026-06-01,Rajasthan,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),179
2026-01-01,Rajasthan,MARUTI SUZUKI INDIA LTD,Electric (EV),16
2026-02-01,Rajasthan,MARUTI SUZUKI INDIA LTD,Electric (EV),13
2026-03-01,Rajasthan,MARUTI SUZUKI INDIA LTD,Electric (EV),87
2026-04-01,Rajasthan,MARUTI SUZUKI INDIA LTD,Electric (EV),78
2026-05-01,Rajasthan,MARUTI SUZUKI INDIA LTD,Electric (EV),139
2026-06-01,Rajasthan,MARUTI SUZUKI INDIA LTD,Electric (EV),45
2026-01-01,Rajasthan,MERCEDES-BENZ AG,Electric (EV),1
2026-05-01,Rajasthan,MERCEDES-BENZ AG,Electric (EV),8
2026-06-01,Rajasthan,MERCEDES-BENZ AG,Electric (EV),2
2026-02-01,Rajasthan,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),1
2026-03-01,Rajasthan,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),3
2026-04-01,Rajasthan,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),2
2026-05-01,Rajasthan,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),1
2026-01-01,Rajasthan,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),992
2026-02-01,Rajasthan,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),631
2026-03-01,Rajasthan,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),1038
2026-04-01,Rajasthan,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),1028
2026-05-01,Rajasthan,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),1297
2026-06-01,Rajasthan,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),571
2026-01-01,Rajasthan,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),2
2026-02-01,Rajasthan,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),2
2026-04-01,Rajasthan,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),1
2026-05-01,Rajasthan,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),1
2026-01-01,Rajasthan,VINFAST AUTO INDIA PVT LTD,Electric (EV),39
2026-02-01,Rajasthan,VINFAST AUTO INDIA PVT LTD,Electric (EV),43
2026-03-01,Rajasthan,VINFAST AUTO INDIA PVT LTD,Electric (EV),77
2026-04-01,Rajasthan,VINFAST AUTO INDIA PVT LTD,Electric (EV),96
2026-05-01,Rajasthan,VINFAST AUTO INDIA PVT LTD,Electric (EV),118
2026-06-01,Rajasthan,VINFAST AUTO INDIA PVT LTD,Electric (EV),69
2026-05-01,Rajasthan,VOLVO AUTO INDIA PVT LTD,Electric (EV),1
2026-06-01,Rajasthan,VOLVO AUTO INDIA PVT LTD,Electric (EV),1
2026-05-01,Sikkim,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),1
2026-01-01,Sikkim,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),3
2026-05-01,Sikkim,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),1
2026-01-01,Tamil Nadu,BMW INDIA PVT LTD,Electric (EV),11
2026-02-01,Tamil Nadu,BMW INDIA PVT LTD,Electric (EV),18
2026-03-01,Tamil Nadu,BMW INDIA PVT LTD,Electric (EV),28
2026-04-01,Tamil Nadu,BMW INDIA PVT LTD,Electric (EV),28
2026-05-01,Tamil Nadu,BMW INDIA PVT LTD,Electric (EV),17
2026-06-01,Tamil Nadu,BMW INDIA PVT LTD,Electric (EV),7
2026-01-01,Tamil Nadu,BYD INDIA PRIVATE LIMITED,Electric (EV),16
2026-02-01,Tamil Nadu,BYD INDIA PRIVATE LIMITED,Electric (EV),23
2026-03-01,Tamil Nadu,BYD INDIA PRIVATE LIMITED,Electric (EV),45
2026-04-01,Tamil Nadu,BYD INDIA PRIVATE LIMITED,Electric (EV),56
2026-05-01,Tamil Nadu,BYD INDIA PRIVATE LIMITED,Electric (EV),53
2026-06-01,Tamil Nadu,BYD INDIA PRIVATE LIMITED,Electric (EV),29
2026-01-01,Tamil Nadu,HYUNDAI MOTOR INDIA LTD,Electric (EV),18
2026-02-01,Tamil Nadu,HYUNDAI MOTOR INDIA LTD,Electric (EV),30
2026-03-01,Tamil Nadu,HYUNDAI MOTOR INDIA LTD,Electric (EV),47
2026-04-01,Tamil Nadu,HYUNDAI MOTOR INDIA LTD,Electric (EV),62
2026-05-01,Tamil Nadu,HYUNDAI MOTOR INDIA LTD,Electric (EV),33
2026-06-01,Tamil Nadu,HYUNDAI MOTOR INDIA LTD,Electric (EV),17
2026-01-01,Tamil Nadu,JSW MG MOTOR INDIA PVT LTD,Electric (EV),248
2026-02-01,Tamil Nadu,JSW MG MOTOR INDIA PVT LTD,Electric (EV),282
2026-03-01,Tamil Nadu,JSW MG MOTOR INDIA PVT LTD,Electric (EV),437
2026-04-01,Tamil Nadu,JSW MG MOTOR INDIA PVT LTD,Electric (EV),448
2026-05-01,Tamil Nadu,JSW MG MOTOR INDIA PVT LTD,Electric (EV),320
2026-06-01,Tamil Nadu,JSW MG MOTOR INDIA PVT LTD,Electric (EV),228
2026-01-01,Tamil Nadu,KIA INDIA PRIVATE LIMITED,Electric (EV),33
2026-02-01,Tamil Nadu,KIA INDIA PRIVATE LIMITED,Electric (EV),32
