Month,State,Maker (legal entity),Powertrain,Registrations,Brand,Parent Group,Origin Country,Region,State Code,State or UT,Map Location,Month Name,Month Number,Quarter,Days Covered,Is Partial Month,Is EV
2026-06-01,Puducherry,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,92,Hyundai,Hyundai,South Korea,South,IN-PY,Union Territory,"Puducherry, India",Jun,6,Q2,17,True,False
2026-05-01,Puducherry,ISUZU MOTORS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1,Isuzu,Isuzu,Japan,South,IN-PY,Union Territory,"Puducherry, India",May,5,Q2,31,False,False
2026-01-01,Puducherry,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,7,Jaguar Land Rover,Tata Motors,UK,South,IN-PY,Union Territory,"Puducherry, India",Jan,1,Q1,31,False,False
2026-02-01,Puducherry,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,3,Jaguar Land Rover,Tata Motors,UK,South,IN-PY,Union Territory,"Puducherry, India",Feb,2,Q1,28,False,False
2026-03-01,Puducherry,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,2,Jaguar Land Rover,Tata Motors,UK,South,IN-PY,Union Territory,"Puducherry, India",Mar,3,Q1,31,False,False
2026-04-01,Puducherry,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,6,Jaguar Land Rover,Tata Motors,UK,South,IN-PY,Union Territory,"Puducherry, India",Apr,4,Q2,30,False,False
2026-05-01,Puducherry,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,9,Jaguar Land Rover,Tata Motors,UK,South,IN-PY,Union Territory,"Puducherry, India",May,5,Q2,31,False,False
2026-06-01,Puducherry,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,4,Jaguar Land Rover,Tata Motors,UK,South,IN-PY,Union Territory,"Puducherry, India",Jun,6,Q2,17,True,False
2026-01-01,Puducherry,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,7,MG,JSW-SAIC,India / China,South,IN-PY,Union Territory,"Puducherry, India",Jan,1,Q1,31,False,False
2026-02-01,Puducherry,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,7,MG,JSW-SAIC,India / China,South,IN-PY,Union Territory,"Puducherry, India",Feb,2,Q1,28,False,False
2026-03-01,Puducherry,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,11,MG,JSW-SAIC,India / China,South,IN-PY,Union Territory,"Puducherry, India",Mar,3,Q1,31,False,False
2026-04-01,Puducherry,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,9,MG,JSW-SAIC,India / China,South,IN-PY,Union Territory,"Puducherry, India",Apr,4,Q2,30,False,False
2026-05-01,Puducherry,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2,MG,JSW-SAIC,India / China,South,IN-PY,Union Territory,"Puducherry, India",May,5,Q2,31,False,False
2026-06-01,Puducherry,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,8,MG,JSW-SAIC,India / China,South,IN-PY,Union Territory,"Puducherry, India",Jun,6,Q2,17,True,False
2026-01-01,Puducherry,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,155,Kia,Hyundai,South Korea,South,IN-PY,Union Territory,"Puducherry, India",Jan,1,Q1,31,False,False
2026-02-01,Puducherry,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,107,Kia,Hyundai,South Korea,South,IN-PY,Union Territory,"Puducherry, India",Feb,2,Q1,28,False,False
2026-03-01,Puducherry,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,130,Kia,Hyundai,South Korea,South,IN-PY,Union Territory,"Puducherry, India",Mar,3,Q1,31,False,False
2026-04-01,Puducherry,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,122,Kia,Hyundai,South Korea,South,IN-PY,Union Territory,"Puducherry, India",Apr,4,Q2,30,False,False
2026-05-01,Puducherry,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,102,Kia,Hyundai,South Korea,South,IN-PY,Union Territory,"Puducherry, India",May,5,Q2,31,False,False
2026-06-01,Puducherry,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,83,Kia,Hyundai,South Korea,South,IN-PY,Union Territory,"Puducherry, India",Jun,6,Q2,17,True,False
2026-01-01,Puducherry,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,121,Mahindra,Mahindra,India,South,IN-PY,Union Territory,"Puducherry, India",Jan,1,Q1,31,False,False
2026-02-01,Puducherry,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,111,Mahindra,Mahindra,India,South,IN-PY,Union Territory,"Puducherry, India",Feb,2,Q1,28,False,False
2026-03-01,Puducherry,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,121,Mahindra,Mahindra,India,South,IN-PY,Union Territory,"Puducherry, India",Mar,3,Q1,31,False,False
2026-04-01,Puducherry,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,123,Mahindra,Mahindra,India,South,IN-PY,Union Territory,"Puducherry, India",Apr,4,Q2,30,False,False
2026-05-01,Puducherry,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,111,Mahindra,Mahindra,India,South,IN-PY,Union Territory,"Puducherry, India",May,5,Q2,31,False,False
2026-06-01,Puducherry,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,68,Mahindra,Mahindra,India,South,IN-PY,Union Territory,"Puducherry, India",Jun,6,Q2,17,True,False
2026-01-01,Puducherry,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,711,Maruti Suzuki,Suzuki,Japan,South,IN-PY,Union Territory,"Puducherry, India",Jan,1,Q1,31,False,False
2026-02-01,Puducherry,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,374,Maruti Suzuki,Suzuki,Japan,South,IN-PY,Union Territory,"Puducherry, India",Feb,2,Q1,28,False,False
2026-03-01,Puducherry,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,459,Maruti Suzuki,Suzuki,Japan,South,IN-PY,Union Territory,"Puducherry, India",Mar,3,Q1,31,False,False
2026-04-01,Puducherry,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,450,Maruti Suzuki,Suzuki,Japan,South,IN-PY,Union Territory,"Puducherry, India",Apr,4,Q2,30,False,False
2026-05-01,Puducherry,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,433,Maruti Suzuki,Suzuki,Japan,South,IN-PY,Union Territory,"Puducherry, India",May,5,Q2,31,False,False
2026-06-01,Puducherry,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,306,Maruti Suzuki,Suzuki,Japan,South,IN-PY,Union Territory,"Puducherry, India",Jun,6,Q2,17,True,False
2026-01-01,Puducherry,MERCEDES BENZ,Petrol/Diesel/CNG/Hybrid,1,Mercedes-Benz,Mercedes-Benz,Germany,South,IN-PY,Union Territory,"Puducherry, India",Jan,1,Q1,31,False,False
2026-05-01,Puducherry,MERCEDES BENZ,Petrol/Diesel/CNG/Hybrid,1,Mercedes-Benz,Mercedes-Benz,Germany,South,IN-PY,Union Territory,"Puducherry, India",May,5,Q2,31,False,False
2026-06-01,Puducherry,MERCEDES BENZ,Petrol/Diesel/CNG/Hybrid,1,Mercedes-Benz,Mercedes-Benz,Germany,South,IN-PY,Union Territory,"Puducherry, India",Jun,6,Q2,17,True,False
2026-01-01,Puducherry,MERCEDES-BENZ AG,Petrol/Diesel/CNG/Hybrid,1,Mercedes-Benz,Mercedes-Benz,Germany,South,IN-PY,Union Territory,"Puducherry, India",Jan,1,Q1,31,False,False
2026-03-01,Puducherry,MERCEDES-BENZ AG,Petrol/Diesel/CNG/Hybrid,1,Mercedes-Benz,Mercedes-Benz,Germany,South,IN-PY,Union Territory,"Puducherry, India",Mar,3,Q1,31,False,False
2026-04-01,Puducherry,MERCEDES-BENZ AG,Petrol/Diesel/CNG/Hybrid,2,Mercedes-Benz,Mercedes-Benz,Germany,South,IN-PY,Union Territory,"Puducherry, India",Apr,4,Q2,30,False,False
2026-06-01,Puducherry,MERCEDES-BENZ AG,Petrol/Diesel/CNG/Hybrid,1,Mercedes-Benz,Mercedes-Benz,Germany,South,IN-PY,Union Territory,"Puducherry, India",Jun,6,Q2,17,True,False
2026-01-01,Puducherry,MERCEDES-BENZ INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,6,Mercedes-Benz,Mercedes-Benz,Germany,South,IN-PY,Union Territory,"Puducherry, India",Jan,1,Q1,31,False,False
2026-02-01,Puducherry,MERCEDES-BENZ INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,8,Mercedes-Benz,Mercedes-Benz,Germany,South,IN-PY,Union Territory,"Puducherry, India",Feb,2,Q1,28,False,False
2026-03-01,Puducherry,MERCEDES-BENZ INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,11,Mercedes-Benz,Mercedes-Benz,Germany,South,IN-PY,Union Territory,"Puducherry, India",Mar,3,Q1,31,False,False
2026-04-01,Puducherry,MERCEDES-BENZ INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,3,Mercedes-Benz,Mercedes-Benz,Germany,South,IN-PY,Union Territory,"Puducherry, India",Apr,4,Q2,30,False,False
2026-05-01,Puducherry,MERCEDES-BENZ INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,4,Mercedes-Benz,Mercedes-Benz,Germany,South,IN-PY,Union Territory,"Puducherry, India",May,5,Q2,31,False,False
2026-01-01,Puducherry,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,35,Nissan,Nissan,Japan,South,IN-PY,Union Territory,"Puducherry, India",Jan,1,Q1,31,False,False
2026-02-01,Puducherry,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,23,Nissan,Nissan,Japan,South,IN-PY,Union Territory,"Puducherry, India",Feb,2,Q1,28,False,False
2026-03-01,Puducherry,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,47,Nissan,Nissan,Japan,South,IN-PY,Union Territory,"Puducherry, India",Mar,3,Q1,31,False,False
2026-04-01,Puducherry,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,53,Nissan,Nissan,Japan,South,IN-PY,Union Territory,"Puducherry, India",Apr,4,Q2,30,False,False
2026-05-01,Puducherry,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,32,Nissan,Nissan,Japan,South,IN-PY,Union Territory,"Puducherry, India",May,5,Q2,31,False,False
2026-06-01,Puducherry,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,29,Nissan,Nissan,Japan,South,IN-PY,Union Territory,"Puducherry, India",Jun,6,Q2,17,True,False
2026-02-01,Puducherry,PORSCHE AG GERMANY,Petrol/Diesel/CNG/Hybrid,1,Porsche,Volkswagen Group,Germany,South,IN-PY,Union Territory,"Puducherry, India",Feb,2,Q1,28,False,False
2026-05-01,Puducherry,PORSCHE AG GERMANY,Petrol/Diesel/CNG/Hybrid,2,Porsche,Volkswagen Group,Germany,South,IN-PY,Union Territory,"Puducherry, India",May,5,Q2,31,False,False
2026-01-01,Puducherry,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,36,Renault,Renault,France,South,IN-PY,Union Territory,"Puducherry, India",Jan,1,Q1,31,False,False
2026-02-01,Puducherry,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,29,Renault,Renault,France,South,IN-PY,Union Territory,"Puducherry, India",Feb,2,Q1,28,False,False
2026-03-01,Puducherry,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,30,Renault,Renault,France,South,IN-PY,Union Territory,"Puducherry, India",Mar,3,Q1,31,False,False
2026-04-01,Puducherry,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,25,Renault,Renault,France,South,IN-PY,Union Territory,"Puducherry, India",Apr,4,Q2,30,False,False
2026-05-01,Puducherry,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,28,Renault,Renault,France,South,IN-PY,Union Territory,"Puducherry, India",May,5,Q2,31,False,False
2026-06-01,Puducherry,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,19,Renault,Renault,France,South,IN-PY,Union Territory,"Puducherry, India",Jun,6,Q2,17,True,False
2026-04-01,Puducherry,SKODA AUTO AS,Petrol/Diesel/CNG/Hybrid,1,Skoda-VW,Volkswagen Group,Germany,South,IN-PY,Union Territory,"Puducherry, India",Apr,4,Q2,30,False,False
2026-01-01,Puducherry,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,102,Skoda-VW,Volkswagen Group,Germany,South,IN-PY,Union Territory,"Puducherry, India",Jan,1,Q1,31,False,False
2026-02-01,Puducherry,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,76,Skoda-VW,Volkswagen Group,Germany,South,IN-PY,Union Territory,"Puducherry, India",Feb,2,Q1,28,False,False
2026-03-01,Puducherry,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,86,Skoda-VW,Volkswagen Group,Germany,South,IN-PY,Union Territory,"Puducherry, India",Mar,3,Q1,31,False,False
2026-04-01,Puducherry,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,92,Skoda-VW,Volkswagen Group,Germany,South,IN-PY,Union Territory,"Puducherry, India",Apr,4,Q2,30,False,False
2026-05-01,Puducherry,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,99,Skoda-VW,Volkswagen Group,Germany,South,IN-PY,Union Territory,"Puducherry, India",May,5,Q2,31,False,False
2026-06-01,Puducherry,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,53,Skoda-VW,Volkswagen Group,Germany,South,IN-PY,Union Territory,"Puducherry, India",Jun,6,Q2,17,True,False
2026-01-01,Puducherry,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,21,Stellantis (Jeep/Citroen),Stellantis,Netherlands,South,IN-PY,Union Territory,"Puducherry, India",Jan,1,Q1,31,False,False
2026-02-01,Puducherry,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,14,Stellantis (Jeep/Citroen),Stellantis,Netherlands,South,IN-PY,Union Territory,"Puducherry, India",Feb,2,Q1,28,False,False
2026-03-01,Puducherry,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,9,Stellantis (Jeep/Citroen),Stellantis,Netherlands,South,IN-PY,Union Territory,"Puducherry, India",Mar,3,Q1,31,False,False
2026-04-01,Puducherry,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,11,Stellantis (Jeep/Citroen),Stellantis,Netherlands,South,IN-PY,Union Territory,"Puducherry, India",Apr,4,Q2,30,False,False
2026-05-01,Puducherry,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,10,Stellantis (Jeep/Citroen),Stellantis,Netherlands,South,IN-PY,Union Territory,"Puducherry, India",May,5,Q2,31,False,False
2026-06-01,Puducherry,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,6,Stellantis (Jeep/Citroen),Stellantis,Netherlands,South,IN-PY,Union Territory,"Puducherry, India",Jun,6,Q2,17,True,False
2026-01-01,Puducherry,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2,Stellantis (Jeep/Citroen),Stellantis,Netherlands,South,IN-PY,Union Territory,"Puducherry, India",Jan,1,Q1,31,False,False
2026-04-01,Puducherry,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2,Stellantis (Jeep/Citroen),Stellantis,Netherlands,South,IN-PY,Union Territory,"Puducherry, India",Apr,4,Q2,30,False,False
2026-05-01,Puducherry,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1,Stellantis (Jeep/Citroen),Stellantis,Netherlands,South,IN-PY,Union Territory,"Puducherry, India",May,5,Q2,31,False,False
2026-06-01,Puducherry,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2,Stellantis (Jeep/Citroen),Stellantis,Netherlands,South,IN-PY,Union Territory,"Puducherry, India",Jun,6,Q2,17,True,False
2026-04-01,Puducherry,TATA MOTORS LTD,Petrol/Diesel/CNG/Hybrid,2,Tata,Tata Motors,India,South,IN-PY,Union Territory,"Puducherry, India",Apr,4,Q2,30,False,False
2026-01-01,Puducherry,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,128,Tata,Tata Motors,India,South,IN-PY,Union Territory,"Puducherry, India",Jan,1,Q1,31,False,False
2026-02-01,Puducherry,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,125,Tata,Tata Motors,India,South,IN-PY,Union Territory,"Puducherry, India",Feb,2,Q1,28,False,False
2026-03-01,Puducherry,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,174,Tata,Tata Motors,India,South,IN-PY,Union Territory,"Puducherry, India",Mar,3,Q1,31,False,False
2026-04-01,Puducherry,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,148,Tata,Tata Motors,India,South,IN-PY,Union Territory,"Puducherry, India",Apr,4,Q2,30,False,False
2026-05-01,Puducherry,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,143,Tata,Tata Motors,India,South,IN-PY,Union Territory,"Puducherry, India",May,5,Q2,31,False,False
2026-06-01,Puducherry,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,90,Tata,Tata Motors,India,South,IN-PY,Union Territory,"Puducherry, India",Jun,6,Q2,17,True,False
2026-01-01,Puducherry,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,116,Toyota,Toyota,Japan,South,IN-PY,Union Territory,"Puducherry, India",Jan,1,Q1,31,False,False
2026-02-01,Puducherry,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,126,Toyota,Toyota,Japan,South,IN-PY,Union Territory,"Puducherry, India",Feb,2,Q1,28,False,False
2026-03-01,Puducherry,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,140,Toyota,Toyota,Japan,South,IN-PY,Union Territory,"Puducherry, India",Mar,3,Q1,31,False,False
2026-04-01,Puducherry,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,116,Toyota,Toyota,Japan,South,IN-PY,Union Territory,"Puducherry, India",Apr,4,Q2,30,False,False
2026-05-01,Puducherry,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,114,Toyota,Toyota,Japan,South,IN-PY,Union Territory,"Puducherry, India",May,5,Q2,31,False,False
2026-06-01,Puducherry,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,65,Toyota,Toyota,Japan,South,IN-PY,Union Territory,"Puducherry, India",Jun,6,Q2,17,True,False
2026-06-01,Puducherry,VOLKSWAGEN AG,Petrol/Diesel/CNG/Hybrid,1,Skoda-VW,Volkswagen Group,Germany,South,IN-PY,Union Territory,"Puducherry, India",Jun,6,Q2,17,True,False
2026-01-01,Puducherry,VOLVO AUTO INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,3,Volvo,Geely,Sweden,South,IN-PY,Union Territory,"Puducherry, India",Jan,1,Q1,31,False,False
2026-03-01,Puducherry,VOLVO AUTO INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,3,Volvo,Geely,Sweden,South,IN-PY,Union Territory,"Puducherry, India",Mar,3,Q1,31,False,False
2026-05-01,Puducherry,VOLVO AUTO INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2,Volvo,Geely,Sweden,South,IN-PY,Union Territory,"Puducherry, India",May,5,Q2,31,False,False
2026-06-01,Puducherry,VOLVO AUTO INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2,Volvo,Geely,Sweden,South,IN-PY,Union Territory,"Puducherry, India",Jun,6,Q2,17,True,False
2026-03-01,Punjab,AUDI AG,Petrol/Diesel/CNG/Hybrid,1,Audi,Volkswagen Group,Germany,North,IN-PB,State,"Punjab, India",Mar,3,Q1,31,False,False
2026-05-01,Punjab,AUDI AG,Petrol/Diesel/CNG/Hybrid,1,Audi,Volkswagen Group,Germany,North,IN-PB,State,"Punjab, India",May,5,Q2,31,False,False
2026-01-01,Punjab,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,16,BMW,BMW Group,Germany,North,IN-PB,State,"Punjab, India",Jan,1,Q1,31,False,False
2026-02-01,Punjab,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,28,BMW,BMW Group,Germany,North,IN-PB,State,"Punjab, India",Feb,2,Q1,28,False,False
2026-03-01,Punjab,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,12,BMW,BMW Group,Germany,North,IN-PB,State,"Punjab, India",Mar,3,Q1,31,False,False
2026-04-01,Punjab,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,25,BMW,BMW Group,Germany,North,IN-PB,State,"Punjab, India",Apr,4,Q2,30,False,False
